#NAME?			1/5/2016	12:01:54
      	$date	: 	1/5/2016	21:12:25
      	$date	: 	1/5/2016	21:20:09
      	$date	: 	1/5/2016	21:28:02
      	$date	: 	1/5/2016	21:29:32
      	$date	: 	1/5/2016	21:29:41
      	$date	: 	1/5/2016	21:35:03
      	$date	: 	1/5/2016	21:36:02
      	$date	: 	1/5/2016	21:36:11
      	$date	: 	1/5/2016	21:36:20
      	$date	: 	1/5/2016	21:40:59
      	$date	: 	1/5/2016	21:41:09
      	$date	: 	1/5/2016	21:51:04
      	$date	: 	1/5/2016	21:51:46
      	$date	: 	1/5/2016	21:52:48
      	$date	: 	1/5/2016	21:57:54
      	$date	: 	1/5/2016	22:03:13
      	$date	: 	1/5/2016	22:06:09
      	$date	: 	1/5/2016	22:07:21
      	$date	: 	1/5/2016	22:08:12
      	$date	: 	1/5/2016	22:08:28
      	$date	: 	1/5/2016	22:08:38
      	$date	: 	1/5/2016	22:08:52
      	$date	: 	1/5/2016	22:11:51
      	$date	: 	1/5/2016	22:12:45
      	$date	: 	1/5/2016	22:13:35
      	$date	: 	1/5/2016	22:14:48
      	$date	: 	1/5/2016	22:15:31
      	$date	: 	1/5/2016	22:17:38
      	$date	: 	1/5/2016	22:18:55
      	$date	: 	1/5/2016	22:21:46
      	$date	: 	1/5/2016	22:24:07
      	$date	: 	1/5/2016	22:26:13
      	$date	: 	1/5/2016	22:27:58
      	$date	: 	1/5/2016	22:40:12
      	$date	: 	1/5/2016	22:40:38
      	$date	: 	1/6/2016	12:09:30
      	$date	: 	1/6/2016	12:12:36
      	$date	: 	1/6/2016	12:12:42
      	$date	: 	1/6/2016	12:12:49
      	$date	: 	1/6/2016	12:14:02
      	$date	: 	1/6/2016	12:21:07
      	$date	: 	1/6/2016	12:30:06
      	$date	: 	1/6/2016	12:31:20
      	$date	: 	1/6/2016	12:31:41
      	$date	: 	1/6/2016	12:35:28
      	$date	: 	1/6/2016	12:36:33
      	$date	: 	1/6/2016	12:39:50
      	$date	: 	1/6/2016	12:40:00
      	$date	: 	1/6/2016	12:40:07
      	$date	: 	1/6/2016	12:40:15
      	$date	: 	1/6/2016	12:40:23
      	$date	: 	1/6/2016	12:40:30
      	$date	: 	1/6/2016	12:44:40
      	$date	: 	1/6/2016	12:45:21
      	$date	: 	1/6/2016	12:45:58
      	$date	: 	1/6/2016	12:57:46
      	$date	: 	1/6/2016	12:57:54
      	$date	: 	1/6/2016	12:58:13
      	$date	: 	1/6/2016	12:58:22
      	$date	: 	1/6/2016	12:58:33
      	$date	: 	1/6/2016	12:58:50
      	$date	: 	1/6/2016	12:59:04
      	$date	: 	1/6/2016	12:59:19
      	$date	: 	1/6/2016	12:59:28
      	$date	: 	1/6/2016	12:59:36
      	$date	: 	1/6/2016	12:59:51
      	$date	: 	1/6/2016	13:01:59
      	$date	: 	1/6/2016	13:03:40
      	$date	: 	1/6/2016	13:04:32
      	$date	: 	1/6/2016	13:05:37
      	$date	: 	1/6/2016	13:06:06
      	$date	: 	1/6/2016	13:06:46
      	$date	: 	1/6/2016	13:07:25
      	$date	: 	1/6/2016	13:12:11
      	$date	: 	1/6/2016	13:13:50
      	$date	: 	1/6/2016	13:14:40
      	$date	: 	1/6/2016	13:19:36
      	$date	: 	1/6/2016	13:20:52
      	$date	: 	1/6/2016	13:22:30
      	$date	: 	1/6/2016	13:23:15
      	$date	: 	1/6/2016	13:23:43
      	$date	: 	1/6/2016	13:23:51
      	$date	: 	1/6/2016	13:25:55
      	$date	: 	1/6/2016	13:26:06
      	$date	: 	1/6/2016	13:26:24
      	$date	: 	1/6/2016	13:26:32
      	$date	: 	1/6/2016	13:29:55
      	$date	: 	1/6/2016	13:31:40
      	$date	: 	1/6/2016	13:32:33
      	$date	: 	1/6/2016	13:35:50
      	$date	: 	1/6/2016	13:39:29
      	$date	: 	1/6/2016	13:40:32
      	$date	: 	1/6/2016	13:42:30
      	$date	: 	1/6/2016	13:42:41
      	$date	: 	1/6/2016	13:42:49
      	$date	: 	1/6/2016	13:49:18
      	$date	: 	1/6/2016	13:50:47
      	$date	: 	1/6/2016	13:58:33
      	$date	: 	1/6/2016	14:00:58
      	$date	: 	1/6/2016	14:01:56
      	$date	: 	1/6/2016	14:02:42
      	$date	: 	1/6/2016	14:08:49
      	$date	: 	1/6/2016	14:54:29
      	$date	: 	1/6/2016	19:24:44
      	$date	: 	1/6/2016	19:26:19
      	$date	: 	1/6/2016	19:59:20
      	$date	: 	1/6/2016	20:01:44
      	$date	: 	1/6/2016	20:02:52
      	$date	: 	1/6/2016	20:08:31
      	$date	: 	1/6/2016	20:08:50
      	$date	: 	1/6/2016	20:11:55
      	$date	: 	1/6/2016	20:29:21
      	$date	: 	1/6/2016	20:35:40
      	$date	: 	1/6/2016	20:36:01
      	$date	: 	1/6/2016	20:36:30
      	$date	: 	1/6/2016	20:40:21
      	$date	: 	1/6/2016	20:52:30
      	$date	: 	1/6/2016	20:55:00
      	$date	: 	1/6/2016	20:55:12
      	$date	: 	1/6/2016	20:56:05
      	$date	: 	1/6/2016	21:04:08
      	$date	: 	1/6/2016	21:04:17
      	$date	: 	1/6/2016	21:14:12
      	$date	: 	1/6/2016	21:21:10
      	$date	: 	1/6/2016	21:23:06
      	$date	: 	1/6/2016	21:25:29
      	$date	: 	1/6/2016	21:28:21
      	$date	: 	1/6/2016	21:29:52
      	$date	: 	1/6/2016	21:35:12
      	$date	: 	1/6/2016	21:38:09
      	$date	: 	1/6/2016	21:39:01
      	$date	: 	1/6/2016	21:40:09
      	$date	: 	1/6/2016	21:46:20
      	$date	: 	1/6/2016	21:47:26
      	$date	: 	1/6/2016	21:48:53
      	$date	: 	1/6/2016	21:49:59
      	$date	: 	1/6/2016	22:04:04
      	$date	: 	1/6/2016	22:23:31
      	$date	: 	1/6/2016	22:24:15
      	$date	: 	1/6/2016	22:31:51
      	$date	: 	1/6/2016	22:33:07
      	$date	: 	1/6/2016	22:44:34
      	$date	: 	1/6/2016	22:50:20
      	$date	: 	1/6/2016	22:51:12
      	$date	: 	1/6/2016	22:51:55
      	$date	: 	1/6/2016	22:52:37
      	$date	: 	1/6/2016	22:55:03
      	$date	: 	1/6/2016	23:03:13
      	$date	: 	1/6/2016	23:10:34
      	$date	: 	1/6/2016	23:11:13
      	$date	: 	1/6/2016	23:12:48
      	$date	: 	1/6/2016	23:13:37
      	$date	: 	1/6/2016	23:13:47
      	$date	: 	1/6/2016	23:13:55
      	$date	: 	1/7/2016	12:07:43
      	$date	: 	1/7/2016	12:14:57
      	$date	: 	1/7/2016	12:15:06
      	$date	: 	1/7/2016	12:16:22
      	$date	: 	1/7/2016	12:20:15
      	$date	: 	1/7/2016	12:26:17
      	$date	: 	1/7/2016	12:27:57
      	$date	: 	1/7/2016	12:32:26
      	$date	: 	1/7/2016	12:32:57
      	$date	: 	1/7/2016	12:34:52
      	$date	: 	1/7/2016	12:44:34
      	$date	: 	1/7/2016	12:45:10
      	$date	: 	1/7/2016	12:45:21
      	$date	: 	1/7/2016	12:46:58
      	$date	: 	1/7/2016	12:47:46
      	$date	: 	1/7/2016	12:48:31
      	$date	: 	1/7/2016	12:49:26
      	$date	: 	1/7/2016	12:51:39
      	$date	: 	1/7/2016	12:52:48
      	$date	: 	1/7/2016	12:52:59
      	$date	: 	1/7/2016	12:55:04
      	$date	: 	1/7/2016	12:55:15
      	$date	: 	1/7/2016	12:55:27
      	$date	: 	1/7/2016	12:56:40
      	$date	: 	1/7/2016	12:58:25
      	$date	: 	1/7/2016	12:59:02
      	$date	: 	1/7/2016	13:00:29
      	$date	: 	1/7/2016	13:00:44
      	$date	: 	1/7/2016	13:00:51
      	$date	: 	1/7/2016	13:03:53
      	$date	: 	1/7/2016	13:04:06
      	$date	: 	1/7/2016	13:09:38
      	$date	: 	1/7/2016	13:10:35
      	$date	: 	1/7/2016	13:11:13
      	$date	: 	1/7/2016	13:11:41
      	$date	: 	1/7/2016	13:12:27
      	$date	: 	1/7/2016	13:14:00
      	$date	: 	1/7/2016	13:14:42
      	$date	: 	1/7/2016	13:15:49
      	$date	: 	1/7/2016	13:16:28
      	$date	: 	1/7/2016	13:17:00
      	$date	: 	1/7/2016	13:20:38
      	$date	: 	1/7/2016	13:20:59
      	$date	: 	1/7/2016	13:21:07
      	$date	: 	1/7/2016	13:21:15
      	$date	: 	1/7/2016	13:21:23
      	$date	: 	1/7/2016	13:21:31
      	$date	: 	1/7/2016	13:21:48
      	$date	: 	1/7/2016	13:21:56
      	$date	: 	1/7/2016	13:26:24
      	$date	: 	1/7/2016	13:27:55
      	$date	: 	1/7/2016	13:28:38
      	$date	: 	1/7/2016	13:29:23
      	$date	: 	1/7/2016	13:31:53
      	$date	: 	1/7/2016	13:32:39
      	$date	: 	1/7/2016	13:34:10
      	$date	: 	1/7/2016	13:34:37
      	$date	: 	1/7/2016	13:35:44
      	$date	: 	1/7/2016	13:36:24
      	$date	: 	1/7/2016	13:39:39
      	$date	: 	1/7/2016	13:42:08
      	$date	: 	1/7/2016	13:42:28
      	$date	: 	1/7/2016	13:42:46
      	$date	: 	1/7/2016	13:42:55
      	$date	: 	1/7/2016	13:49:33
      	$date	: 	1/7/2016	13:50:07
      	$date	: 	1/7/2016	13:52:14
      	$date	: 	1/7/2016	13:53:18
      	$date	: 	1/7/2016	13:54:06
      	$date	: 	1/7/2016	14:00:20
      	$date	: 	1/7/2016	14:06:41
      	$date	: 	1/7/2016	14:06:50
      	$date	: 	1/7/2016	14:07:10
      	$date	: 	1/7/2016	14:07:19
      	$date	: 	1/7/2016	14:07:35
      	$date	: 	1/7/2016	14:14:01
      	$date	: 	1/7/2016	14:14:38
      	$date	: 	1/8/2016	12:03:20
      	$date	: 	1/8/2016	12:04:23
      	$date	: 	1/8/2016	12:13:35
      	$date	: 	1/8/2016	12:14:39
      	$date	: 	1/8/2016	12:18:10
      	$date	: 	1/8/2016	12:18:20
      	$date	: 	1/8/2016	12:22:35
      	$date	: 	1/8/2016	12:24:51
      	$date	: 	1/8/2016	12:25:29
      	$date	: 	1/8/2016	12:30:12
      	$date	: 	1/8/2016	12:34:45
      	$date	: 	1/8/2016	12:37:54
      	$date	: 	1/8/2016	12:44:29
      	$date	: 	1/8/2016	12:47:34
      	$date	: 	1/8/2016	12:49:33
      	$date	: 	1/8/2016	12:49:42
      	$date	: 	1/8/2016	12:49:58
      	$date	: 	1/8/2016	12:50:38
      	$date	: 	1/8/2016	12:51:39
      	$date	: 	1/8/2016	12:55:16
      	$date	: 	1/8/2016	12:55:48
      	$date	: 	1/8/2016	12:56:09
      	$date	: 	1/8/2016	12:56:17
      	$date	: 	1/8/2016	12:56:28
      	$date	: 	1/8/2016	12:56:38
      	$date	: 	1/8/2016	12:56:56
      	$date	: 	1/8/2016	12:57:18
      	$date	: 	1/8/2016	12:57:28
      	$date	: 	1/8/2016	12:57:53
      	$date	: 	1/8/2016	12:58:16
      	$date	: 	1/8/2016	12:58:37
      	$date	: 	1/8/2016	13:04:52
      	$date	: 	1/8/2016	13:05:58
      	$date	: 	1/8/2016	13:06:39
      	$date	: 	1/8/2016	13:07:27
      	$date	: 	1/8/2016	13:08:10
      	$date	: 	1/8/2016	13:09:58
      	$date	: 	1/8/2016	13:10:37
      	$date	: 	1/8/2016	13:11:42
      	$date	: 	1/8/2016	13:11:51
      	$date	: 	1/8/2016	13:16:27
      	$date	: 	1/8/2016	13:17:34
      	$date	: 	1/8/2016	13:21:59
      	$date	: 	1/8/2016	13:22:31
      	$date	: 	1/8/2016	13:25:25
      	$date	: 	1/8/2016	13:25:57
      	$date	: 	1/8/2016	13:26:47
      	$date	: 	1/8/2016	13:40:25
      	$date	: 	1/8/2016	13:41:27
      	$date	: 	1/8/2016	13:42:30
      	$date	: 	1/8/2016	13:43:42
      	$date	: 	1/8/2016	13:45:14
      	$date	: 	1/8/2016	13:47:23
      	$date	: 	1/8/2016	13:57:03
      	$date	: 	1/8/2016	13:57:14
      	$date	: 	1/8/2016	13:59:11
      	$date	: 	1/8/2016	14:04:15
      	$date	: 	1/8/2016	14:05:01
      	$date	: 	1/8/2016	14:05:09
      	$date	: 	1/8/2016	14:05:18
      	$date	: 	1/8/2016	14:05:29
      	$date	: 	1/8/2016	14:05:41
      	$date	: 	1/8/2016	14:05:52
      	$date	: 	1/8/2016	14:06:03
      	$date	: 	1/8/2016	14:06:11
      	$date	: 	1/8/2016	14:06:19
      	$date	: 	1/8/2016	14:06:37
      	$date	: 	1/8/2016	14:06:46
      	$date	: 	1/8/2016	14:06:54
      	$date	: 	1/8/2016	14:07:01
      	$date	: 	1/8/2016	14:07:10
      	$date	: 	1/8/2016	14:07:24
      	$date	: 	1/9/2016	11:45:13
      	$date	: 	1/9/2016	11:53:23
      	$date	: 	1/9/2016	12:15:12
      	$date	: 	1/9/2016	12:34:08
      	$date	: 	1/9/2016	12:35:58
      	$date	: 	1/9/2016	12:37:06
      	$date	: 	1/9/2016	12:43:43
      	$date	: 	1/9/2016	12:44:37
      	$date	: 	1/9/2016	12:45:37
      	$date	: 	1/9/2016	12:46:39
      	$date	: 	1/9/2016	12:48:05
      	$date	: 	1/9/2016	12:48:12
      	$date	: 	1/9/2016	12:51:20
      	$date	: 	1/9/2016	12:52:38
      	$date	: 	1/9/2016	12:52:47
      	$date	: 	1/9/2016	12:55:05
      	$date	: 	1/9/2016	12:56:01
      	$date	: 	1/9/2016	12:56:48
      	$date	: 	1/9/2016	12:59:16
      	$date	: 	1/9/2016	12:59:24
      	$date	: 	1/9/2016	13:05:11
      	$date	: 	1/9/2016	13:05:28
      	$date	: 	1/9/2016	13:09:17
      	$date	: 	1/9/2016	13:09:47
      	$date	: 	1/9/2016	13:11:30
      	$date	: 	1/9/2016	13:12:19
      	$date	: 	1/9/2016	13:13:08
      	$date	: 	1/9/2016	13:13:48
      	$date	: 	1/9/2016	13:14:37
      	$date	: 	1/9/2016	13:15:28
      	$date	: 	1/9/2016	13:17:53
      	$date	: 	1/9/2016	13:21:05
      	$date	: 	1/9/2016	13:21:57
      	$date	: 	1/9/2016	13:27:05
      	$date	: 	1/9/2016	13:29:57
      	$date	: 	1/9/2016	13:31:08
      	$date	: 	1/9/2016	13:31:15
      	$date	: 	1/9/2016	13:31:23
      	$date	: 	1/9/2016	13:32:08
      	$date	: 	1/9/2016	13:33:52
      	$date	: 	1/9/2016	13:34:09
      	$date	: 	1/9/2016	13:36:18
      	$date	: 	1/9/2016	13:37:01
      	$date	: 	1/9/2016	13:41:20
      	$date	: 	1/9/2016	13:46:38
      	$date	: 	1/9/2016	13:47:26
      	$date	: 	1/9/2016	13:48:14
      	$date	: 	1/9/2016	13:49:12
      	$date	: 	1/9/2016	13:52:19
      	$date	: 	1/9/2016	13:58:39
      	$date	: 	1/9/2016	13:59:36
      	$date	: 	1/9/2016	14:00:32
      	$date	: 	1/9/2016	14:01:03
      	$date	: 	1/9/2016	14:05:14
      	$date	: 	1/9/2016	14:14:58
      	$date	: 	1/9/2016	14:19:11
      	$date	: 	1/9/2016	14:20:08
      	$date	: 	1/9/2016	14:21:09
      	$date	: 	1/9/2016	14:24:16
      	$date	: 	1/11/2016	11:57:51
      	$date	: 	1/11/2016	12:01:50
      	$date	: 	1/11/2016	12:10:06
      	$date	: 	1/11/2016	12:22:08
      	$date	: 	1/11/2016	12:22:52
      	$date	: 	1/11/2016	12:23:40
      	$date	: 	1/11/2016	12:25:45
      	$date	: 	1/11/2016	12:26:18
      	$date	: 	1/11/2016	12:41:56
      	$date	: 	1/11/2016	12:52:22
      	$date	: 	1/11/2016	12:53:11
      	$date	: 	1/11/2016	12:53:50
      	$date	: 	1/11/2016	12:54:05
      	$date	: 	1/11/2016	12:54:22
      	$date	: 	1/11/2016	13:04:32
      	$date	: 	1/11/2016	13:05:01
      	$date	: 	1/11/2016	13:05:21
      	$date	: 	1/11/2016	13:05:32
      	$date	: 	1/11/2016	13:05:42
      	$date	: 	1/11/2016	13:05:50
      	$date	: 	1/11/2016	13:05:59
      	$date	: 	1/11/2016	13:06:07
      	$date	: 	1/11/2016	13:06:16
      	$date	: 	1/11/2016	13:08:09
      	$date	: 	1/11/2016	13:11:37
      	$date	: 	1/11/2016	13:11:46
      	$date	: 	1/11/2016	13:12:03
      	$date	: 	1/11/2016	13:14:52
      	$date	: 	1/11/2016	13:15:37
      	$date	: 	1/11/2016	13:27:50
      	$date	: 	1/11/2016	13:28:02
      	$date	: 	1/11/2016	13:28:36
      	$date	: 	1/11/2016	13:35:18
      	$date	: 	1/11/2016	13:35:49
      	$date	: 	1/11/2016	13:36:36
      	$date	: 	1/11/2016	13:37:21
      	$date	: 	1/11/2016	13:38:13
      	$date	: 	1/11/2016	13:40:13
      	$date	: 	1/11/2016	13:40:57
      	$date	: 	1/11/2016	13:41:49
      	$date	: 	1/11/2016	13:43:18
      	$date	: 	1/11/2016	13:43:54
      	$date	: 	1/11/2016	13:44:29
      	$date	: 	1/11/2016	13:45:03
      	$date	: 	1/11/2016	13:45:44
      	$date	: 	1/11/2016	13:46:16
      	$date	: 	1/11/2016	13:48:02
      	$date	: 	1/11/2016	13:48:48
      	$date	: 	1/11/2016	13:49:32
      	$date	: 	1/11/2016	13:50:38
      	$date	: 	1/11/2016	13:51:09
      	$date	: 	1/11/2016	14:02:04
      	$date	: 	1/11/2016	14:03:48
      	$date	: 	1/11/2016	14:08:08
      	$date	: 	1/11/2016	14:36:04
      	$date	: 	1/11/2016	14:40:05
      	$date	: 	1/11/2016	14:40:40
      	$date	: 	1/11/2016	14:45:13
      	$date	: 	1/11/2016	14:46:09
      	$date	: 	1/11/2016	14:53:40
      	$date	: 	1/11/2016	15:02:31
      	$date	: 	1/11/2016	19:03:20
      	$date	: 	1/11/2016	19:20:37
      	$date	: 	1/11/2016	19:33:18
      	$date	: 	1/11/2016	19:35:31
      	$date	: 	1/11/2016	19:48:53
      	$date	: 	1/11/2016	19:49:57
      	$date	: 	1/11/2016	19:57:09
      	$date	: 	1/11/2016	19:57:55
      	$date	: 	1/11/2016	20:00:30
      	$date	: 	1/11/2016	20:01:00
      	$date	: 	1/11/2016	20:03:18
      	$date	: 	1/11/2016	20:03:32
      	$date	: 	1/11/2016	20:03:49
      	$date	: 	1/11/2016	20:05:43
      	$date	: 	1/11/2016	20:07:37
      	$date	: 	1/11/2016	20:08:37
      	$date	: 	1/11/2016	20:11:33
      	$date	: 	1/11/2016	20:11:56
      	$date	: 	1/11/2016	20:21:31
      	$date	: 	1/11/2016	20:35:08
      	$date	: 	1/11/2016	20:37:06
      	$date	: 	1/11/2016	20:41:28
      	$date	: 	1/11/2016	20:44:27
      	$date	: 	1/11/2016	20:46:12
      	$date	: 	1/11/2016	20:48:38
      	$date	: 	1/11/2016	20:49:41
      	$date	: 	1/11/2016	20:52:41
      	$date	: 	1/11/2016	21:05:16
      	$date	: 	1/11/2016	21:07:16
      	$date	: 	1/11/2016	21:08:31
      	$date	: 	1/11/2016	21:13:22
      	$date	: 	1/11/2016	21:15:10
      	$date	: 	1/11/2016	21:15:22
      	$date	: 	1/11/2016	21:15:37
      	$date	: 	1/11/2016	21:26:08
      	$date	: 	1/11/2016	21:26:30
      	$date	: 	1/11/2016	21:30:03
      	$date	: 	1/11/2016	21:33:10
      	$date	: 	1/11/2016	21:34:38
      	$date	: 	1/11/2016	21:35:38
      	$date	: 	1/11/2016	21:39:55
      	$date	: 	1/11/2016	21:42:28
      	$date	: 	1/11/2016	21:43:34
      	$date	: 	1/11/2016	21:44:31
      	$date	: 	1/11/2016	21:45:33
      	$date	: 	1/11/2016	21:53:12
      	$date	: 	1/11/2016	21:54:17
      	$date	: 	1/11/2016	21:54:33
      	$date	: 	1/11/2016	21:54:52
      	$date	: 	1/11/2016	21:54:59
      	$date	: 	1/11/2016	21:58:05
      	$date	: 	1/11/2016	21:58:48
      	$date	: 	1/11/2016	21:59:37
      	$date	: 	1/11/2016	22:01:34
      	$date	: 	1/11/2016	22:02:18
      	$date	: 	1/11/2016	22:23:43
      	$date	: 	1/11/2016	22:25:44
      	$date	: 	1/11/2016	22:26:14
      	$date	: 	1/12/2016	12:04:12
      	$date	: 	1/12/2016	12:15:39
      	$date	: 	1/12/2016	12:22:46
      	$date	: 	1/12/2016	12:27:03
      	$date	: 	1/12/2016	12:27:49
      	$date	: 	1/12/2016	12:28:03
      	$date	: 	1/12/2016	12:33:40
      	$date	: 	1/12/2016	12:39:14
      	$date	: 	1/12/2016	12:51:18
      	$date	: 	1/12/2016	12:53:03
      	$date	: 	1/12/2016	12:53:40
      	$date	: 	1/12/2016	12:54:53
      	$date	: 	1/12/2016	12:58:51
      	$date	: 	1/12/2016	13:00:15
      	$date	: 	1/12/2016	13:00:23
      	$date	: 	1/12/2016	13:01:01
      	$date	: 	1/12/2016	13:02:36
      	$date	: 	1/12/2016	13:03:01
      	$date	: 	1/12/2016	13:07:19
      	$date	: 	1/12/2016	13:10:46
      	$date	: 	1/12/2016	13:13:35
      	$date	: 	1/12/2016	13:18:29
      	$date	: 	1/12/2016	13:20:13
      	$date	: 	1/12/2016	13:20:26
      	$date	: 	1/12/2016	13:20:33
      	$date	: 	1/12/2016	13:20:42
      	$date	: 	1/12/2016	13:21:01
      	$date	: 	1/12/2016	13:21:09
      	$date	: 	1/12/2016	13:22:12
      	$date	: 	1/12/2016	13:28:19
      	$date	: 	1/12/2016	13:29:01
      	$date	: 	1/12/2016	13:30:15
      	$date	: 	1/12/2016	13:30:22
      	$date	: 	1/12/2016	13:30:29
      	$date	: 	1/12/2016	13:30:38
      	$date	: 	1/12/2016	13:30:45
      	$date	: 	1/12/2016	13:32:37
      	$date	: 	1/12/2016	13:33:18
      	$date	: 	1/12/2016	13:40:59
      	$date	: 	1/12/2016	13:46:38
      	$date	: 	1/12/2016	13:57:07
      	$date	: 	1/12/2016	14:01:32
      	$date	: 	1/12/2016	14:01:59
      	$date	: 	1/12/2016	14:02:10
      	$date	: 	1/12/2016	14:02:19
      	$date	: 	1/12/2016	14:07:22
      	$date	: 	1/12/2016	14:10:28
      	$date	: 	1/12/2016	14:10:35
      	$date	: 	1/12/2016	14:39:31
      	$date	: 	1/12/2016	15:06:37
      	$date	: 	1/12/2016	15:15:58
      	$date	: 	1/12/2016	15:16:21
      	$date	: 	1/12/2016	15:16:31
      	$date	: 	1/12/2016	15:16:53
      	$date	: 	1/12/2016	15:17:08
      	$date	: 	1/12/2016	15:23:17
      	$date	: 	1/12/2016	19:17:48
      	$date	: 	1/12/2016	19:20:12
      	$date	: 	1/12/2016	19:20:48
      	$date	: 	1/12/2016	19:44:38
      	$date	: 	1/12/2016	19:52:47
      	$date	: 	1/12/2016	19:53:16
      	$date	: 	1/12/2016	20:03:36
      	$date	: 	1/12/2016	20:17:37
      	$date	: 	1/12/2016	20:20:47
      	$date	: 	1/12/2016	20:20:57
      	$date	: 	1/12/2016	20:21:10
      	$date	: 	1/12/2016	20:21:22
      	$date	: 	1/12/2016	20:21:53
      	$date	: 	1/12/2016	20:22:27
      	$date	: 	1/12/2016	20:28:26
      	$date	: 	1/12/2016	20:29:39
      	$date	: 	1/12/2016	20:36:16
      	$date	: 	1/12/2016	20:37:51
      	$date	: 	1/12/2016	20:39:44
      	$date	: 	1/12/2016	20:41:04
      	$date	: 	1/12/2016	20:46:45
      	$date	: 	1/12/2016	20:47:33
      	$date	: 	1/12/2016	20:49:09
      	$date	: 	1/12/2016	21:00:25
      	$date	: 	1/12/2016	21:01:39
      	$date	: 	1/12/2016	21:04:35
      	$date	: 	1/12/2016	21:05:27
      	$date	: 	1/12/2016	21:07:15
      	$date	: 	1/12/2016	21:08:12
      	$date	: 	1/12/2016	21:08:28
      	$date	: 	1/12/2016	21:13:22
      	$date	: 	1/12/2016	21:13:38
      	$date	: 	1/12/2016	21:13:51
      	$date	: 	1/12/2016	21:13:59
      	$date	: 	1/12/2016	21:14:09
      	$date	: 	1/12/2016	21:14:20
      	$date	: 	1/12/2016	21:38:09
